Time,GroupCount_mild_data,Mean_Energy,Temperature,Humidity,Cloud_Cover,Precipitation,Wind_Speed,Season,hour,day,GroupCount_baseline_mild,mean_Mean_Energy,normalized_nrg
2012-07-15 08:00:00,295,0.604881355932203,9.4,71,5,0,10.5,Winter,8,Sunday,140,0.64574115966682,-0.0408598037346166
2012-07-15 09:00:00,295,0.735006779661017,10.6,65,1,0,11.8,Winter,9,Sunday,140,0.612657604178514,0.122349175482503
2012-07-15 10:00:00,295,0.738230508474576,11.7,60,1,0,18.4,Winter,10,Sunday,140,0.587075916516927,0.151154591957649
2012-07-15 11:00:00,295,0.697257627118644,12.8,57,1,0,20.6,Winter,11,Sunday,140,0.556872775460021,0.140384851658623
2012-07-15 12:00:00,295,0.647610169491526,13.7,54,1,0,19.5,Winter,12,Sunday,140,0.547028476340389,0.100581693151137
2012-07-15 13:00:00,295,0.670674576271187,14.3,52,1,0,17.6,Winter,13,Sunday,140,0.531575208035486,0.139099368235701
2012-07-15 14:00:00,295,0.601667796610169,14.5,50,0,0,17.2,Winter,14,Sunday,140,0.516608977241176,0.0850588193689933
2012-07-15 15:00:00,295,0.682027118644068,14.2,50,1,0,17.4,Winter,15,Sunday,140,0.526741986698393,0.155285131945675
2012-07-15 16:00:00,295,0.597328813559322,13.5,52,6,0,15.5,Winter,16,Sunday,140,0.603068593442235,-0.00573977988291319
2012-07-15 17:00:00,295,0.736216949152542,13.1,54,9,0,14.4,Winter,17,Sunday,140,0.761837636601056,-0.0256206874485141
2012-07-15 18:00:00,295,0.920172881355932,12,56,4,0,13,Winter,18,Sunday,140,0.941712126560312,-0.02153924520438
2012-07-15 19:00:00,295,1.05696949152542,11.1,57,1,0,11.5,Winter,19,Sunday,140,0.965267531083603,0.0917019604418171
2012-07-15 20:00:00,295,1.04952542372881,10.3,58,1,0,13.3,Winter,20,Sunday,140,0.926066915898844,0.123458507829966
2012-07-15 21:00:00,295,1.01009830508475,9.8,59,1,0,13.7,Winter,21,Sunday,140,0.890853351183525,0.119244953901225
2012-07-15 22:00:00,295,0.892010169491525,9.5,60,0,0,14.1,Winter,22,Sunday,140,0.792644978579614,0.099365190911911
2012-07-15 23:00:00,295,0.806986440677966,9.3,61,0,0,14.8,Winter,23,Sunday,140,0.66528951225206,0.141696928425906
2012-07-16 00:00:00,295,0.650708474576271,9.4,63,0,0,15.5,Winter,0,Monday,139,0.547664389669423,0.103044084906848
2012-07-16 01:00:00,295,0.48986779661017,9.5,65,1,0,15.8,Winter,1,Monday,139,0.462222043329248,0.0276457532809216
2012-07-16 02:00:00,295,0.397986440677966,9.7,66,1,0,14.9,Winter,2,Monday,139,0.411922837474335,-0.0139363967963687
2012-07-16 03:00:00,295,0.39755593220339,9.7,68,0,0,13.2,Winter,3,Monday,139,0.383610755051339,0.0139451771520506
2012-07-16 04:00:00,295,0.383318644067797,9.7,70,1,0,11.6,Winter,4,Monday,139,0.386341329845606,-0.00302268577780934
2012-07-16 05:00:00,295,0.446427118644068,9.9,70,1,0,9.7,Winter,5,Monday,139,0.466074384591943,-0.0196472659478752
2012-07-16 06:00:00,295,0.532494915254238,9.8,72,2,0,8.3,Winter,6,Monday,139,0.524217115863821,0.00827779939041673
2012-07-16 07:00:00,295,0.693413559322034,9.7,74,1,0,6.9,Winter,7,Monday,139,0.588073205855557,0.105340353466477
2012-07-16 08:00:00,295,0.7456,9.9,76,0,0,6.9,Winter,8,Monday,140,0.64574115966682,0.0998588403331804
2012-07-16 09:00:00,295,0.688925423728813,11.3,73,0,0,5.8,Winter,9,Monday,140,0.612657604178514,0.0762678195502995
2012-07-16 10:00:00,295,0.585527301878149,13.1,67,0,0,5,Winter,10,Monday,140,0.587075916516927,-0.00154861463877831
2012-07-16 11:00:00,296,0.553439189189189,14.6,63,0,0,5.4,Winter,11,Monday,140,0.556872775460021,-0.00343358627083179
2012-07-16 12:00:00,296,0.539868243243243,15.7,60,0,0,4,Winter,12,Monday,140,0.547028476340389,-0.0071602330971462
2012-07-16 13:00:00,296,0.514006756756757,16.4,57,0,0,1.1,Winter,13,Monday,140,0.531575208035486,-0.0175684512787286
2012-07-16 14:00:00,296,0.49702027027027,16.7,56,0,0,2.1,Winter,14,Monday,140,0.516608977241176,-0.0195887069709057
2012-07-16 15:00:00,296,0.492939189189189,16.6,56,0,0,5,Winter,15,Monday,140,0.526741986698393,-0.033802797509204
2012-07-16 16:00:00,297,0.573491582491582,16,61,0,0,6,Winter,16,Monday,140,0.603068593442235,-0.0295770109506531
2012-07-16 17:00:00,297,0.729855218855219,15,63,0,0,7.4,Winter,17,Monday,140,0.761837636601056,-0.0319824177458371
2012-07-16 18:00:00,297,0.942013468013468,13.9,68,0,0,8.2,Winter,18,Monday,140,0.941712126560312,0.000301341453155968
2012-07-16 19:00:00,297,0.991333333333333,13.3,71,0,0,8.4,Winter,19,Monday,140,0.965267531083603,0.0260658022497301
2012-07-16 20:00:00,297,0.937178451178451,13,74,0,0,8.1,Winter,20,Monday,140,0.926066915898844,0.011111535279607
2012-07-16 21:00:00,297,0.935670033670034,12.8,76,0,0,7.8,Winter,21,Monday,140,0.890853351183525,0.0448166824865092
2012-07-16 22:00:00,297,0.910148148148148,12.6,77,0,0,7.9,Winter,22,Monday,140,0.792644978579614,0.117503169568534
2012-07-16 23:00:00,297,0.725259259259259,12.3,79,0,0,7.9,Winter,23,Monday,140,0.66528951225206,0.0599697470071993
2012-07-17 00:00:00,297,0.565063973063973,11.7,82,0,0,7.1,Winter,0,Tuesday,139,0.547664389669423,0.0173995833945496
2012-07-17 01:00:00,297,0.461212121212121,11,85,2,0,6.5,Winter,1,Tuesday,139,0.462222043329248,-0.00100992211712742
2012-07-17 02:00:00,297,0.420104377104377,10.4,87,2,0,6.3,Winter,2,Tuesday,139,0.411922837474335,0.00818153963004231
2012-07-17 03:00:00,297,0.412676767676768,9.8,88,0,0,5.9,Winter,3,Tuesday,139,0.383610755051339,0.0290660126254286
2012-07-17 04:00:00,297,0.408703703703704,9.3,89,2,0,5.4,Winter,4,Tuesday,139,0.386341329845606,0.0223623738580977
2012-07-17 05:00:00,297,0.477723905723906,8.8,88,0,0,5.8,Winter,5,Tuesday,139,0.466074384591943,0.0116495211319628
2012-07-17 06:00:00,297,0.592454545454545,8.5,88,0,0,6.6,Winter,6,Tuesday,139,0.524217115863821,0.0682374295907238
2012-07-17 07:00:00,297,0.736707070707071,8.4,88,0,0,7.6,Winter,7,Tuesday,139,0.588073205855557,0.148633864851514
2012-07-17 08:00:00,297,0.724895622895623,9,86,0,0,7.1,Winter,8,Tuesday,140,0.64574115966682,0.0791544632288034
2012-07-17 09:00:00,297,0.613434343434343,10.8,77,0,0,6.2,Winter,9,Tuesday,140,0.612657604178514,0.000776739255829439
2012-07-17 10:00:00,297,0.575821548821549,12.7,68,0,0,7,Winter,10,Tuesday,140,0.587075916516927,-0.0112543676953784
2012-07-17 11:00:00,297,0.507363636363636,14.3,61,0,0,8.2,Winter,11,Tuesday,140,0.556872775460021,-0.0495091390963848
2012-07-17 12:00:00,305,0.502868445301618,15.8,55,0,0,9.1,Winter,12,Tuesday,140,0.547028476340389,-0.0441600310387712
2012-07-17 13:00:00,306,0.508209150326797,16.8,52,0,0,9.8,Winter,13,Tuesday,140,0.531575208035486,-0.0233660577086886
2012-07-17 14:00:00,306,0.543515328607013,17.4,50,0,0,10,Winter,14,Tuesday,140,0.516608977241176,0.0269063513658373
2012-07-17 15:00:00,307,0.52485993485342,17.6,49,0,0,9.4,Winter,15,Tuesday,140,0.526741986698393,-0.00188205184497303
2012-07-17 16:00:00,307,0.576605863192182,17.2,52,0,0,7.1,Winter,16,Tuesday,140,0.603068593442235,-0.0264627302500532
2012-07-17 17:00:00,307,0.675224755700326,16.2,60,0,0,9.3,Winter,17,Tuesday,140,0.761837636601056,-0.08661288090073
2012-07-17 18:00:00,307,0.905052117263844,15.3,65,0,0,10.8,Winter,18,Tuesday,140,0.941712126560312,-0.036660009296468
2012-07-17 19:00:00,307,1.0268664495114,14.6,67,0,0,10.4,Winter,19,Tuesday,140,0.965267531083603,0.0615989184277971
2012-07-17 20:00:00,307,1.00035179153094,13.8,68,0,0,9.5,Winter,20,Tuesday,140,0.926066915898844,0.0742848756320958
2012-07-17 21:00:00,307,0.9384332247557,12.9,69,4,0,8.7,Winter,21,Tuesday,140,0.890853351183525,0.0475798735721752
2012-07-17 22:00:00,307,0.786596091205212,11.9,72,38,0,7.9,Winter,22,Tuesday,140,0.792644978579614,-0.00604888737440201
2012-07-17 23:00:00,307,0.687964169381108,11.1,74,79,0,7.1,Winter,23,Tuesday,140,0.66528951225206,0.0226746571290483
2012-07-18 00:00:00,307,0.580908794788273,10.5,77,84,0,7.2,Winter,0,Wednesday,139,0.547664389669423,0.0332444051188495
2012-07-18 01:00:00,307,0.501205211726384,10,79,88,0,7.1,Winter,1,Wednesday,139,0.462222043329248,0.0389831683971356
2012-07-18 02:00:00,307,0.433084690553746,9.6,81,90,0,7.1,Winter,2,Wednesday,139,0.411922837474335,0.0211618530794113
2012-07-18 03:00:00,307,0.394299674267101,9.2,84,87,0,6.9,Winter,3,Wednesday,139,0.383610755051339,0.0106889192157616
2012-07-18 04:00:00,307,0.383657980456026,8.8,84,73,0,7.1,Winter,4,Wednesday,139,0.386341329845606,-0.00268334938958031
2012-07-18 05:00:00,307,0.470293159609121,8.9,81,60,0,7.3,Winter,5,Wednesday,139,0.466074384591943,0.00421877501717782
2012-07-18 06:00:00,307,0.559394136807818,8.8,81,71,0,7.3,Winter,6,Wednesday,139,0.524217115863821,0.0351770209439968
2012-07-18 07:00:00,307,0.648272082152375,8.7,80,77,0,8,Winter,7,Wednesday,139,0.588073205855557,0.0601988762968176
2012-07-18 08:00:00,312,0.689057692307693,9.3,79,74,0,9.3,Winter,8,Wednesday,140,0.64574115966682,0.0433165326408733
2012-07-18 09:00:00,312,0.592259615384615,10.6,74,64,0,8.4,Winter,9,Wednesday,140,0.612657604178514,-0.0203979887938985
2012-07-18 10:00:00,312,0.537378205128205,12.2,68,44,0,6.3,Winter,10,Wednesday,140,0.587075916516927,-0.0496977113887224
2012-07-18 11:00:00,312,0.483155279757516,13.8,62,0,0,5.9,Winter,11,Wednesday,140,0.556872775460021,-0.0737174957025048
2012-07-18 12:00:00,313,0.514798722044728,15.1,57,0,0,5.8,Winter,12,Wednesday,140,0.547028476340389,-0.0322297542956612
2012-07-18 13:00:00,314,0.459553887372359,15.8,53,0,0,6.1,Winter,13,Wednesday,140,0.531575208035486,-0.0720213206631266
2012-07-18 14:00:00,315,0.464539682539683,16.4,51,0,0,6,Winter,14,Wednesday,140,0.516608977241176,-0.0520692947014927
2012-07-18 15:00:00,315,0.529161904761905,16.6,49,2,0,6.5,Winter,15,Wednesday,140,0.526741986698393,0.00241991806351205
2012-07-18 16:00:00,315,0.606339682539683,16.4,51,4,0,4.2,Winter,16,Wednesday,140,0.603068593442235,0.00327108909744778
2012-07-18 17:00:00,316,0.759585443037975,15.7,54,5,0,7.7,Winter,17,Wednesday,140,0.761837636601056,-0.00225219356308104
2012-07-18 18:00:00,316,0.968481012658228,14.2,59,6,0,7.2,Winter,18,Wednesday,140,0.941712126560312,0.0267688860979159
2012-07-18 19:00:00,316,0.955841772151899,13.3,61,3,0,7.4,Winter,19,Wednesday,140,0.965267531083603,-0.00942575893170383
2012-07-18 20:00:00,316,0.906522151898734,12.8,63,13,0,11.2,Winter,20,Wednesday,140,0.926066915898844,-0.0195447640001101
2012-07-18 21:00:00,316,0.92778164556962,12.2,63,18,0,10.5,Winter,21,Wednesday,140,0.890853351183525,0.0369282943860951
2012-07-18 22:00:00,316,0.884806962025317,11.8,63,11,0,9.3,Winter,22,Wednesday,140,0.792644978579614,0.0921619834457029
2012-07-18 23:00:00,316,0.727148734177215,11.2,64,61,0,9,Winter,23,Wednesday,140,0.66528951225206,0.0618592219251552
2012-07-19 00:00:00,316,0.570202571576888,10.6,66,88,0,9,Winter,0,Thursday,139,0.547664389669423,0.0225381819074646
2012-07-19 01:00:00,317,0.521567823343849,10.1,69,82,0,9,Winter,1,Thursday,139,0.462222043329248,0.0593457800146006
2012-07-19 02:00:00,317,0.445621451104101,9.6,72,46,0,9.1,Winter,2,Thursday,139,0.411922837474335,0.0336986136297663
2012-07-19 03:00:00,317,0.401779179810726,9.4,73,8,0,9.4,Winter,3,Thursday,139,0.383610755051339,0.0181684247593866
2012-07-19 04:00:00,317,0.410066246056782,9.2,74,0,0,9.5,Winter,4,Thursday,139,0.386341329845606,0.0237249162111757
2012-07-19 05:00:00,317,0.459438485804417,9.5,72,0,0,9.4,Winter,5,Thursday,139,0.466074384591943,-0.00663589878752618
2012-07-19 06:00:00,317,0.578930599369085,9.5,74,5,0,10.5,Winter,6,Thursday,139,0.524217115863821,0.0547134835052637
2012-07-19 07:00:00,317,0.681179810725552,9.3,79,11,0,11.8,Winter,7,Thursday,139,0.588073205855557,0.0931066048699947
2012-07-19 08:00:00,317,0.794072239747634,9.6,83,15,0,13.2,Winter,8,Thursday,140,0.64574115966682,0.148331080080814
2012-07-19 09:00:00,320,0.708134375,10.7,81,29,0,14,Winter,9,Thursday,140,0.612657604178514,0.0954767708214864
2012-07-19 10:00:00,320,0.64434375,11.6,78,33,0,16.6,Winter,10,Thursday,140,0.587075916516927,0.0572678334830726
2012-07-19 11:00:00,321,0.616594287083633,12.3,75,47,0.2,18.4,Winter,11,Thursday,140,0.556872775460021,0.0597215116236122
2012-07-19 12:00:00,325,0.544695384615385,12.6,71,45,0.3,19.1,Winter,12,Thursday,140,0.547028476340389,-0.00233309172500418
2012-07-19 13:00:00,325,0.537723076923077,12.9,65,42,0.2,18.6,Winter,13,Thursday,140,0.531575208035486,0.00614786888759133
2012-07-19 14:00:00,325,0.576892307692308,13.1,61,45,0,18.1,Winter,14,Thursday,140,0.516608977241176,0.0602833304511323
2012-07-19 15:00:00,325,0.587430769230769,13.3,57,28,0,16.2,Winter,15,Thursday,140,0.526741986698393,0.060688782532376
2012-07-19 16:00:00,325,0.63243076923077,13,58,17,0,13.3,Winter,16,Thursday,140,0.603068593442235,0.0293621757885348
2012-07-19 17:00:00,325,0.881227692307692,12.5,62,3,0,10.9,Winter,17,Thursday,140,0.761837636601056,0.119390055706636
2012-07-19 18:00:00,325,1.07996615384615,11.9,65,2,0,11.1,Winter,18,Thursday,140,0.941712126560312,0.138254027285838
2012-07-19 19:00:00,325,1.05036923076923,11.6,66,1,0,10.9,Winter,19,Thursday,140,0.965267531083603,0.0851016996856272
2012-07-19 20:00:00,325,1.08710461538462,11.4,68,0,0,10.7,Winter,20,Thursday,140,0.926066915898844,0.161037699485776
2012-07-19 21:00:00,325,1.01505230769231,11.1,69,0,0,9.5,Winter,21,Thursday,140,0.890853351183525,0.124198956508785
2012-07-19 22:00:00,325,0.985258461538462,10.8,71,0,0,8.7,Winter,22,Thursday,140,0.792644978579614,0.192613482958848
2012-07-19 23:00:00,325,0.855766153846154,10.4,72,0,0,8.7,Winter,23,Thursday,140,0.66528951225206,0.190476641594094
2012-07-20 00:00:00,325,0.704221538461539,10,73,0,0,9.1,Winter,0,Friday,139,0.547664389669423,0.156557148792116
2012-07-20 01:00:00,325,0.56616,9.8,74,0,0,9.7,Winter,1,Friday,139,0.462222043329248,0.103937956670752
2012-07-20 02:00:00,325,0.464344615384615,9.4,75,1,0,9.5,Winter,2,Friday,139,0.411922837474335,0.0524217779102804
2012-07-20 03:00:00,325,0.419809230769231,9.1,75,0,0,9.3,Winter,3,Friday,139,0.383610755051339,0.0361984757178916
2012-07-20 04:00:00,325,0.419550769230769,8.7,76,0,0,9.7,Winter,4,Friday,139,0.386341329845606,0.0332094393851627
2012-07-20 05:00:00,325,0.567403076923077,8.1,79,0,0,9.5,Winter,5,Friday,139,0.466074384591943,0.101328692331134
2012-07-20 06:00:00,325,0.666572307692308,7.8,80,0,0,9.7,Winter,6,Friday,139,0.524217115863821,0.142355191828487
2012-07-20 07:00:00,325,0.723726153846154,7.5,81,0,0,9.6,Winter,7,Friday,139,0.588073205855557,0.135652947990597
2012-07-20 08:00:00,325,0.822602051282051,7.9,80,0,0,10,Winter,8,Friday,140,0.64574115966682,0.176860891615231
2012-07-20 09:00:00,330,0.728957575757576,9.5,73,2,0,9.3,Winter,9,Friday,140,0.612657604178514,0.116299971579062
2012-07-20 10:00:00,330,0.671336363636364,11.4,65,0,0,9.7,Winter,10,Friday,140,0.587075916516927,0.0842604471194366
2012-07-20 11:00:00,330,0.553151515151515,13,58,0,0,10.8,Winter,11,Friday,140,0.556872775460021,-0.00372126030850584
2012-07-20 12:00:00,330,0.567257575757576,14.1,53,0,0,12,Winter,12,Friday,140,0.547028476340389,0.0202290994171868
2012-07-20 13:00:00,330,0.566593939393939,14.6,51,0,0,12.8,Winter,13,Friday,140,0.531575208035486,0.0350187313584533
2012-07-20 14:00:00,330,0.550648484848485,14.8,50,0,0,13.8,Winter,14,Friday,140,0.516608977241176,0.0340395076073093
2012-07-20 15:00:00,331,0.537586102719033,14.8,51,0,0,13.8,Winter,15,Friday,140,0.526741986698393,0.0108441160206399
2012-07-20 16:00:00,332,0.620069277108434,14.4,53,0,0,11.2,Winter,16,Friday,140,0.603068593442235,0.0170006836661988
2012-07-20 17:00:00,332,0.81955421686747,13.8,54,0,0,9.7,Winter,17,Friday,140,0.761837636601056,0.0577165802664139
2012-07-20 18:00:00,332,1.04829518072289,13.1,59,0,0,10.5,Winter,18,Friday,140,0.941712126560312,0.106583054162578
2012-07-20 19:00:00,332,1.00571385542169,12.8,62,9,0,11.4,Winter,19,Friday,140,0.965267531083603,0.0404463243380871
2012-07-20 20:00:00,332,1.02067771084337,12.7,66,32,0,10.5,Winter,20,Friday,140,0.926066915898844,0.094610794944526
2012-07-20 21:00:00,332,1.05425602409639,12.5,70,47,0,11.1,Winter,21,Friday,140,0.890853351183525,0.163402672912865
2012-07-20 22:00:00,332,0.943542168674699,12.4,71,37,0,11.2,Winter,22,Friday,140,0.792644978579614,0.150897190095085
2012-07-20 23:00:00,332,0.81021686746988,12.1,75,42,0,11.2,Winter,23,Friday,140,0.66528951225206,0.14492735521782
2012-07-21 00:00:00,332,0.62994578313253,12.1,76,45,0,12.1,Winter,0,Saturday,139,0.547664389669423,0.0822813934631066
2012-07-21 01:00:00,332,0.573816265060241,12,78,49,0,13.3,Winter,1,Saturday,139,0.462222043329248,0.111594221730993
2012-07-21 02:00:00,332,0.489484939759036,12.2,81,51,0,14.7,Winter,2,Saturday,139,0.411922837474335,0.0775621022847013
2012-07-21 03:00:00,332,0.465759036144578,12.2,82,45,0,15.5,Winter,3,Saturday,139,0.383610755051339,0.0821482810932386
2012-07-21 04:00:00,332,0.489560240963856,12.3,82,40,0,16.2,Winter,4,Saturday,139,0.386341329845606,0.10321891111825
2012-07-21 05:00:00,332,0.565171686746988,12.3,80,42,0,16.2,Winter,5,Saturday,139,0.466074384591943,0.0990973021550449
2012-07-21 06:00:00,332,0.550897590361446,12.3,79,45,0,16,Winter,6,Saturday,139,0.524217115863821,0.0266804744976248
2012-07-21 07:00:00,332,0.528364457831326,12.1,79,43,0,15.7,Winter,7,Saturday,139,0.588073205855557,-0.0597087480242313
2012-07-21 08:00:00,332,0.586798192771085,12.3,79,22,0,15.1,Winter,8,Saturday,140,0.64574115966682,-0.0589429668957346
2012-07-21 09:00:00,332,0.698719879518073,13,75,22,0,16,Winter,9,Saturday,140,0.612657604178514,0.0860622753395595
2012-07-21 10:00:00,334,0.684552377388081,13.7,69,27,0,19.5,Winter,10,Saturday,140,0.587075916516927,0.0974764608711536
2012-07-21 11:00:00,336,0.674708333333333,14,64,40,0,20.8,Winter,11,Saturday,140,0.556872775460021,0.117835557873312
2012-07-21 12:00:00,336,0.716684523809524,14.1,60,62,0,21,Winter,12,Saturday,140,0.547028476340389,0.169656047469135
2012-07-21 13:00:00,336,0.741026785714286,14.1,58,61,0,21.3,Winter,13,Saturday,140,0.531575208035486,0.2094515776788
2012-07-21 14:00:00,336,0.742818452380953,14.1,58,63,0,21.6,Winter,14,Saturday,140,0.516608977241176,0.226209475139777
2012-07-21 15:00:00,336,0.736330357142857,14,59,70,0,20.9,Winter,15,Saturday,140,0.526741986698393,0.209588370444464
2012-07-21 16:00:00,336,0.810833333333333,13.7,61,63,0,18,Winter,16,Saturday,140,0.603068593442235,0.207764739891098
2012-07-21 17:00:00,336,0.948943452380953,13.4,63,66,0,17.3,Winter,17,Saturday,140,0.761837636601056,0.187105815779897
2012-07-21 18:00:00,336,1.00880952380952,13,63,62,0,17,Winter,18,Saturday,140,0.941712126560312,0.067097397249208
2012-07-21 19:00:00,336,1.0096130952381,13.1,61,69,0,16,Winter,19,Saturday,140,0.965267531083603,0.0443455641544971
2012-07-21 20:00:00,336,0.997151785714286,13.1,61,83,0,12.4,Winter,20,Saturday,140,0.926066915898844,0.0710848698154419
2012-07-21 21:00:00,336,0.927806547619047,12.9,63,76,0,13.3,Winter,21,Saturday,140,0.890853351183525,0.0369531964355222
2012-07-21 22:00:00,336,0.918098214285714,12.9,63,68,0,14.8,Winter,22,Saturday,140,0.792644978579614,0.1254532357061
2012-07-21 23:00:00,336,0.80758630952381,12.8,64,60,0,15.7,Winter,23,Saturday,140,0.66528951225206,0.14229679727175
2012-07-22 00:00:00,336,0.764297619047619,12.3,69,63,0,16.1,Winter,0,Sunday,139,0.547664389669423,0.216633229378196
2012-07-22 01:00:00,336,0.624919642857143,12.2,72,57,0,15.8,Winter,1,Sunday,139,0.462222043329248,0.162697599527895
2012-07-22 02:00:00,336,0.508550595238095,11.7,75,95,0,14.7,Winter,2,Sunday,139,0.411922837474335,0.0966277577637603
2012-07-22 03:00:00,336,0.450535714285714,11.3,81,75,0,14.4,Winter,3,Sunday,139,0.383610755051339,0.0669249592343746
2012-07-22 04:00:00,336,0.449818452380953,11,85,62,0,13,Winter,4,Sunday,139,0.386341329845606,0.0634771225353467
2012-07-22 05:00:00,336,0.571714285714286,11.5,82,60,0,12.7,Winter,5,Sunday,139,0.466074384591943,0.105639901122343
2012-07-22 06:00:00,336,0.553327380952381,11.6,83,60,0,12.6,Winter,6,Sunday,139,0.524217115863821,0.0291102650885597
2012-07-22 07:00:00,336,0.556747023809524,11.6,83,57,0,12.4,Winter,7,Sunday,139,0.588073205855557,-0.0313261820460333
2012-07-22 08:00:00,336,0.634038690476191,12.3,76,54,0,12,Winter,8,Sunday,140,0.64574115966682,-0.0117024691906287
2012-07-22 09:00:00,336,0.7183125,12.8,75,48,0,13,Winter,9,Sunday,140,0.612657604178514,0.105654895821486
2012-07-22 10:00:00,336,0.767193452380952,13.5,70,49,0,16.1,Winter,10,Sunday,140,0.587075916516927,0.180117535864025
2012-07-22 11:00:00,336,0.792229166666667,14.2,65,62,0,19.8,Winter,11,Sunday,140,0.556872775460021,0.235356391206646
2012-07-22 12:00:00,336,0.750214285714285,14.4,64,76,0,19.9,Winter,12,Sunday,140,0.547028476340389,0.203185809373896
2012-07-22 13:00:00,336,0.749711309523809,14.2,65,70,0,20,Winter,13,Sunday,140,0.531575208035486,0.218136101488323
2012-07-22 14:00:00,336,0.682997023809524,14.2,66,79,0,18.5,Winter,14,Sunday,140,0.516608977241176,0.166388046568348
2012-07-22 15:00:00,336,0.736660714285714,14,66,71,0,17.5,Winter,15,Sunday,140,0.526741986698393,0.209918727587321
2012-07-22 16:00:00,336,0.792973214285714,13.8,67,76,0,15.5,Winter,16,Sunday,140,0.603068593442235,0.189904620843479
2012-07-22 17:00:00,336,0.936035714285715,13.8,69,67,0,13.3,Winter,17,Sunday,140,0.761837636601056,0.174198077684659
2012-07-22 18:00:00,336,1.06266071428571,13.3,72,48,0,12.7,Winter,18,Sunday,140,0.941712126560312,0.120948587725398
2012-07-22 19:00:00,336,1.05897321428571,12.9,73,39,0.1,12.4,Winter,19,Sunday,140,0.965267531083603,0.0937056832021071
2012-07-22 20:00:00,336,1.02966964285714,12.9,73,74,0,12.1,Winter,20,Sunday,140,0.926066915898844,0.103602726958296
2012-07-22 21:00:00,336,0.95233630952381,12.7,73,45,0,12,Winter,21,Sunday,140,0.890853351183525,0.0614829583402852
2012-07-22 22:00:00,336,0.840809523809524,12.6,73,36,0,11.6,Winter,22,Sunday,140,0.792644978579614,0.04816454522991
2012-07-22 23:00:00,336,0.684898809523809,12.4,72,48,0,11.7,Winter,23,Sunday,140,0.66528951225206,0.0196092972717492
2012-07-23 00:00:00,336,0.61508630952381,12.5,71,52,0,11.7,Winter,0,Monday,139,0.547664389669423,0.0674219198543866
2012-07-23 01:00:00,336,0.536875,12.4,70,42,0,11.5,Winter,1,Monday,139,0.462222043329248,0.0746529566707516
2012-07-23 02:00:00,336,0.438130952380953,12.4,70,37,0,11,Winter,2,Monday,139,0.411922837474335,0.0262081149066183
2012-07-23 03:00:00,336,0.421744047619048,12.3,70,46,0,10.5,Winter,3,Monday,139,0.383610755051339,0.0381332925677086
2012-07-23 04:00:00,336,0.422321428571429,12.1,71,50,0,9.8,Winter,4,Monday,139,0.386341329845606,0.0359800987258227
2012-07-23 05:00:00,336,0.559505952380952,12.3,72,51,0,9.1,Winter,5,Monday,139,0.466074384591943,0.0934315677890089
2012-07-23 06:00:00,336,0.627035714285714,12.2,72,52,0,9.1,Winter,6,Monday,139,0.524217115863821,0.102818598421893
2012-07-23 07:00:00,336,0.640386904761905,12.2,72,52,0,8.8,Winter,7,Monday,139,0.588073205855557,0.0523136989063476
2012-07-23 08:00:00,336,0.635758928571428,12.6,72,50,0,7.1,Winter,8,Monday,140,0.64574115966682,-0.00998223109539165
2012-07-23 09:00:00,336,0.585175595238095,13.4,68,49,0,8,Winter,9,Monday,140,0.612657604178514,-0.0274820089404185
2012-07-23 10:00:00,338,0.592068047337278,14.2,63,43,0,11.2,Winter,10,Monday,140,0.587075916516927,0.00499213082035066
2012-07-23 11:00:00,339,0.521589142472701,14.7,58,47,0,14,Winter,11,Monday,140,0.556872775460021,-0.0352836329873197
2012-07-23 12:00:00,342,0.53216816701618,15.1,55,78,0,16.3,Winter,12,Monday,140,0.547028476340389,-0.0148603093242092
2012-07-23 13:00:00,344,0.503142441860465,15.2,55,67,0,16.1,Winter,13,Monday,140,0.531575208035486,-0.0284327661750207
2012-07-23 14:00:00,344,0.603793604651163,15,55,59,0,16.3,Winter,14,Monday,140,0.516608977241176,0.0871846274099873
2012-07-23 15:00:00,344,0.614313953488372,14.9,56,63,0,15.8,Winter,15,Monday,140,0.526741986698393,0.087571966789979
2012-07-23 16:00:00,344,0.709459302325581,14.6,59,57,0,12.7,Winter,16,Monday,140,0.603068593442235,0.106390708883346
2012-07-23 17:00:00,344,0.898261627906976,14,68,51,0,10.9,Winter,17,Monday,140,0.761837636601056,0.13642399130592
2012-07-23 18:00:00,344,1.07371802325581,13.6,71,59,0,10.1,Winter,18,Monday,140,0.941712126560312,0.132005896695498
2012-07-23 19:00:00,344,1.12407848837209,13.2,73,61,0,9.5,Winter,19,Monday,140,0.965267531083603,0.158810957288487
2012-07-23 20:00:00,344,1.05853488372093,13.2,73,49,0,8.9,Winter,20,Monday,140,0.926066915898844,0.132467967822086
2012-07-23 21:00:00,344,1.0238488372093,13.1,73,50,0,8.9,Winter,21,Monday,140,0.890853351183525,0.132995486025775
2012-07-23 22:00:00,344,0.928828488372093,13.1,71,60,0,9,Winter,22,Monday,140,0.792644978579614,0.136183509792479
2012-07-23 23:00:00,344,0.744674418604651,13,72,59,0,9,Winter,23,Monday,140,0.66528951225206,0.0793849063525912
2012-07-24 00:00:00,344,0.58053488372093,12.7,72,52,0,8.6,Winter,0,Tuesday,139,0.547664389669423,0.0328704940515065
